@relation quotepairs
@attribute unigram_lex_quote_prob real
@attribute unigram_lex_antiquote_prob real
@attribute unigram_lex_diff real
@attribute unigram_lex_quote1_more_likely integer
@attribute bigram_lex_quote_prob real
@attribute bigram_lex_antiquote_prob real
@attribute bigram_lex_diff real
@attribute bigram_lex_quote1_more_likely integer
@attribute trigram_lex_quote_prob real
@attribute trigram_lex_antiquote_prob real
@attribute trigram_lex_diff real
@attribute trigram_lex_quote1_more_likely integer
@attribute unigram_syn_quote_prob real
@attribute unigram_syn_antiquote_prob real
@attribute unigram_syn_diff real
@attribute unigram_syn_quote1_more_likely integer
@attribute bigram_syn_quote_prob real
@attribute bigram_syn_antiquote_prob real
@attribute bigram_syn_diff real
@attribute bigram_syn_quote1_more_likely integer
@attribute trigram_syn_quote_prob real
@attribute trigram_syn_antiquote_prob real
@attribute trigram_syn_diff real
@attribute trigram_syn_quote1_more_likely integer
@data
2.1067985158371148e-38,1.6870577444537932e-35,-1.6849509459379561e-35,0,3.9084869978454956e-39,1.171281793678243e-33,-1.1712778851912452e-33,0,3.8539529708418029e-34,4.2414612637467166e-28,-4.2414574097937462e-28,0,7.4525499577644262e-30,1.0742426918967565e-19,-1.074242691822231e-19,0,9.171373059886819e-36,2.7728836418207462e-19,-2.7728836418207462e-19,0,1.4540211759200578e-25,1.9256180230023886e-14,-1.9256180229878483e-14,0
5.8473830532954172e-36,5.0594072756851827e-34,-5.0009334451522284e-34,0,1.1274906500352693e-38,1.5841558912852144e-35,-1.5830284006351791e-35,0,1.3734183802493597e-28,2.6680088564123917e-27,-2.5306670183874558e-27,0,5.2004310376160904e-22,3.9268540855679592e-21,-3.4068109818063499e-21,0,2.217340946887872e-27,4.4660874410130473e-25,-4.4439140315441686e-25,0,4.220504452962983e-18,1.6565885290521773e-18,2.5639159239108056e-18,1
9.585210815993308e-23,4.1205152368801592e-23,5.4646955791131488e-23,1,4.009612732664655e-21,1.1480197164451217e-22,3.8948107610201425e-21,1,1.5139149716978165e-14,4.6426601767427598e-17,1.5092723115210738e-14,1,1.8737830340795613e-19,1.2973162924111021e-11,-1.2973162736732718e-11,0,1.764807365141971e-19,1.8279927649991155e-12,-1.8279925885183789e-12,0,4.352467029135511e-15,4.5699137055065811e-10,-4.5698701808362896e-10,0
8.9988257123127935e-20,3.8768622985479098e-33,8.9988257123124059e-20,1,5.2630723146589943e-17,1.2020794579771724e-32,5.2630723146589931e-17,1,3.867319973533182e-08,1.1837637549975325e-24,3.867319973533182e-08,1,1.1986168691452765e-14,1.7097519510502225e-22,1.198616852047757e-14,1,1.2099278168624719e-15,9.236621128271969e-26,1.2099278167701058e-15,1,1.2032840716528218e-11,2.4657676424423876e-20,1.2032840691870543e-11,1
7.0939545740009525e-41,5.4723266672286839e-53,7.0939545739954805e-41,1,3.6805967086510103e-44,4.1627922651479442e-57,3.6805967086505942e-44,1,6.8189495174502659e-33,1.1684782684366668e-46,6.8189495174501496e-33,1,4.1271000647452343e-22,4.345814108952061e-27,4.1270566066041446e-22,1,1.9447603106245259e-21,1.1623503340877788e-23,1.9331368072836479e-21,1,2.8630272457250188e-17,1.3926351275420695e-19,2.8491008944495978e-17,1
4.6018663350066134e-21,5.6611996146656741e-20,-5.2010129811650125e-20,0,2.6853090724016355e-22,1.8219020415900064e-16,-1.8218993562809339e-16,0,1.0808745981481245e-13,9.2731035736463397e-09,-9.2729954861865254e-09,0,5.3592658345693941e-14,1.66733481727553e-12,-1.6137421589298362e-12,0,1.1989818158910136e-12,1.7792008404745045e-13,1.0210617318435632e-12,1,8.2678560268069528e-11,6.4956570964506732e-11,1.7721989303562795e-11,1
2.0271661093001631e-27,1.0465055879998441e-23,-1.0463028713889141e-23,0,1.2730530312277112e-25,3.882630706547824e-21,-3.882503401244701e-21,0,1.9966976457354893e-20,1.6490545539056369e-13,-1.6490543542358723e-13,0,1.1172776984582223e-13,5.8834272738602529e-18,1.1172188641854837e-13,1,2.4515770183910909e-13,3.2284590227376943e-21,2.4515769861065007e-13,1,2.7185470469715737e-12,7.5617243668215717e-13,1.9623746102894164e-12,1
1.9427390062511568e-34,2.9523885262414586e-28,-2.9523865835024521e-28,0,2.1638817900334676e-33,7.7078883418078444e-26,-7.7078881254196657e-26,0,5.9319724146029647e-26,1.6474295458472583e-22,-1.6468363486057979e-22,0,1.1110105899551625e-20,2.967251684934967e-15,-2.9672405748290676e-15,0,4.7193415039271325e-21,1.8548235639333178e-15,-1.854818844591814e-15,0,9.2078104666005715e-17,1.37153801356629e-12,-1.3714459354616241e-12,0
8.3561796474030238e-18,1.1517509840560763e-27,8.356179646251273e-18,1,4.4502926864262709e-19,7.1336743205613302e-26,4.4502919730588391e-19,1,1.3717642700620869e-11,3.5167642405534751e-19,1.3717642348944445e-11,1,8.9607270520728018e-12,2.2544499742955199e-21,8.9607270498183517e-12,1,1.8901963581235537e-11,2.8810510077755893e-26,1.8901963581235508e-11,1,3.2756228954585187e-09,1.0567330792703166e-20,3.2756228954479515e-09,1
3.0677638108509855e-22,4.6824776291501885e-20,-4.6517999910416786e-20,0,1.1337617130135081e-20,3.6509276898444747e-20,-2.5171659768309665e-20,0,3.9826236216563605e-17,2.026971357939867e-12,-2.0269315317036504e-12,0,3.2891580041630011e-12,7.8635959495433885e-15,3.2812944082134577e-12,1,1.2101668473561487e-14,4.5989793170085483e-16,1.1641770541860632e-14,1,1.0583498720303105e-09,4.7849622014475413e-12,1.0535649098288629e-09,1
4.1185376444806845e-25,2.9712574804504979e-31,4.1185346732232042e-25,1,6.0698040532279136e-26,5.0639128656349831e-30,6.0692976619413498e-26,1,1.9549792143804547e-20,8.987081941003561e-22,1.8651083949704192e-20,1,5.2578616000037364e-16,6.2982012446217988e-22,5.2578553018024922e-16,1,5.9777417652744039e-16,2.2949679462776324e-23,5.9777415357776089e-16,1,7.6092558020828976e-12,2.6095987688064097e-17,7.6092297060952093e-12,1
3.0486008724257034e-30,4.1493941616628974e-37,3.0486004574862871e-30,1,1.3967462083739926e-26,1.2319067841414621e-34,1.3967461960549249e-26,1,3.1424972447555467e-22,1.2669788183126024e-28,3.1424959777767282e-22,1,6.4303395705213087e-17,9.6849073442343238e-22,6.430242721447866e-17,1,1.024577353025828e-18,4.9012536649229399e-23,1.0245283404891787e-18,1,7.0273163447425512e-13,3.7879398428801463e-18,7.0272784653441226e-13,1
2.535763282705349e-29,2.3060694130141109e-24,-2.3060440553812839e-24,0,7.6419899072984056e-29,1.757206389456157e-24,-1.7571299695570841e-24,0,3.2599145236497805e-21,5.4164368728665544e-17,-5.4161108814141897e-17,0,7.1423539825810024e-23,3.8654826206572925e-15,-3.8654825492337528e-15,0,2.9900959455041284e-29,3.5158338247242792e-14,-3.515833824724276e-14,0,3.541467559944469e-21,1.0336533627390908e-09,-1.0336533627355495e-09,0
2.226648877723898e-32,2.7085113255704302e-25,-2.7085111029055425e-25,0,5.4821648349386803e-29,4.2756317241825935e-26,-4.2701495593476551e-26,0,1.1592042150339042e-24,1.9528186047304147e-19,-1.9528070126882643e-19,0,7.0151621187810592e-20,4.7673780529479553e-14,-4.7673710377858367e-14,0,2.5851819071546857e-22,1.2896023519097389e-13,-1.2896023493245569e-13,0,9.2459604221455739e-16,5.7705144234630341e-12,-5.7695898274208197e-12,0
1.28890175562802e-62,2.062747448286521e-77,1.2889017556280178e-62,1,5.2424059111018383e-64,3.5907638860057767e-78,5.2424059111018025e-64,1,3.5034937721179173e-54,5.878741019900147e-68,3.5034937721178588e-54,1,6.2494717086448378e-36,5.6228612616563963e-35,-4.997914090791913e-35,0,5.6357928619671268e-32,1.4051215486693436e-35,5.6343877404184577e-32,1,3.6150567391279324e-22,5.379367749530447e-28,3.6150513597601827e-22,1
6.0205843984075815e-40,1.4967042424961987e-39,-8.9464580265544046e-40,0,7.3631620436217998e-36,4.0202842680180391e-41,7.3631218407791197e-36,1,1.0731908375498973e-26,1.2522659351988288e-30,1.0730656109563774e-26,1,3.631545354298551e-24,1.0522378504088274e-25,3.5263215692576686e-24,1,8.125982778879143e-25,9.9762289551011897e-30,8.1258830165895921e-25,1,2.5636379057994373e-19,1.5949695001218629e-21,2.5476882107982189e-19,1
1.5916744421383501e-50,1.0269406369499657e-49,-8.6777319273613063e-50,0,8.7196404677912757e-53,3.2769184378939723e-52,-2.4049543911148449e-52,0,1.3002330334393638e-41,3.4728188508554871e-41,-2.1725858174161234e-41,0,3.3851414165454798e-28,1.7081303043686709e-28,1.6770111121768088e-28,1,4.828177396265815e-27,2.9219096685015e-28,4.535986429415665e-27,1,3.7848771561623077e-22,1.8104930729568088e-19,-1.8067081958006466e-19,0
1.7857766220036532e-34,4.7903852080181168e-22,-4.790385208016331e-22,0,1.4611661049604968e-35,1.1202670734197455e-22,-1.1202670734195993e-22,0,3.6698103126838455e-27,6.9001702213740163e-16,-6.9001702213373184e-16,0,4.8091321727636151e-24,1.3535427625872374e-15,-1.3535427577781052e-15,0,8.1615783873016815e-28,2.4457845620757151e-16,-2.4457845620675534e-16,0,6.3924074303406235e-22,7.8855674567721633e-12,-7.8855674561329223e-12,0
3.1222197499263728e-44,5.2312106621999908e-43,-4.9189886872073536e-43,0,1.9960277941931405e-45,3.1828930014162834e-45,-1.1868652072231429e-45,0,1.4806281989745769e-38,4.4496806227931812e-36,-4.4348743408034352e-36,0,3.6081036290311655e-28,3.6426996428596307e-25,-3.6390915392305993e-25,0,8.5925221609358778e-27,2.2842069553391934e-26,-1.4249547392456055e-26,0,2.9146549736770034e-20,1.17804132771344e-17,-1.175126672739763e-17,0
6.5550920930630143e-53,1.7268750407879712e-56,6.5533652180222265e-53,1,9.2299680813468831e-57,1.9043208642879956e-60,9.2280637604825948e-57,1,2.4854999010208814e-45,7.1926384682130867e-47,2.4135735163387506e-45,1,4.1950892627516468e-28,9.8140550298817548e-33,4.1949911222013479e-28,1,3.2827464474651739e-29,1.8147392671060491e-32,3.2809317081980679e-29,1,5.9436120132366168e-21,2.4617347542823161e-24,5.9411502784823343e-21,1
3.0468108930896045e-49,1.8535509567558652e-53,3.0466255379939289e-49,1,2.7218592232666472e-53,1.6530329361399791e-57,2.7216939199730332e-53,1,1.5098678517799135e-40,7.971331016003982e-47,1.5098670546468119e-40,1,1.5963529999994306e-24,1.4900225786382985e-27,1.5948629774207923e-24,1,3.5066954378983113e-26,1.0065123439422603e-27,3.4060442035040851e-26,1,3.2538145949224419e-18,2.2367271118203382e-19,3.0301418837404081e-18,1
1.7483995856646177e-33,1.0848900909112125e-39,1.7483985007745269e-33,1,5.2346864262501038e-31,9.1629517373060868e-40,5.2346864170871524e-31,1,2.5019670102092498e-25,3.3126107374453108e-31,2.5019636975985122e-25,1,1.1096726835608958e-19,2.6940065848779749e-20,8.4027202507309831e-20,1,3.0420194664950657e-20,5.9958118467275274e-20,-2.9537923802324617e-20,0,1.2788543997077555e-14,2.1219878824596897e-14,-8.4313348275193429e-15,0
2.9813969615911919e-33,8.2768889914928322e-30,-8.2739075945312407e-30,0,5.0265822115484016e-33,2.493004095047524e-31,-2.4427382729320402e-31,0,2.4944820414748197e-24,3.3923424790751982e-23,-3.1428942749277163e-23,0,2.7765943023996738e-22,7.8861679018290511e-19,-7.8833913075266515e-19,0,3.1158359846580613e-24,2.9633543480644046e-19,-2.9633231897045582e-19,0,1.8465456979840794e-18,1.6060129416326149e-13,-1.6059944761756351e-13,0
8.9104852124870142e-45,8.1011436376799006e-42,-8.0922331524674135e-42,0,9.3768477399703692e-45,1.4371662850838922e-46,9.2331311114619804e-45,1,4.5345559637813159e-37,4.310976656632581e-35,-4.2656310969947678e-35,0,5.9222960264779956e-23,1.9970416256176355e-25,5.9023256102218195e-23,1,4.7466535391467558e-25,3.446058315554755e-26,4.4020477075912806e-25,1,7.2304664457129645e-20,2.040775013209184e-19,-1.3177283686378877e-19,0
7.8342251629425687e-41,3.7122323908007013e-40,-2.9288098745064447e-40,0,9.2623000906254734e-41,2.1963280835926733e-37,-2.1954018535836107e-37,0,3.9337501138473611e-32,7.3017198361082662e-32,-3.3679697222609051e-32,0,5.7175224031361745e-30,1.8406682573676805e-30,3.8768541457684939e-30,1,3.1359970606708502e-32,2.5808780703804132e-32,5.5511899029043695e-33,1,4.9509776175997048e-24,4.9036224488773971e-24,4.7355168722307678e-26,1
9.0332004742875258e-41,1.3518029818964634e-37,-1.3508996618490348e-37,0,9.6012253816624543e-37,2.4640828266729844e-42,9.6012007408341876e-37,1,1.3544774102299645e-28,6.5283538396140493e-30,1.289193871833824e-28,1,1.4204164944959155e-23,3.4174426988554567e-22,-3.275401049405865e-22,0,3.0113173255158458e-24,7.1593707655216917e-23,-6.8582390329701066e-23,0,4.4762274129739702e-18,7.6854804103822358e-16,-7.6407181362524961e-16,0
4.0033365009924973e-21,9.0521431849062194e-20,-8.6518095348069702e-20,0,6.8573692338014855e-20,5.6315843556584329e-20,1.2257848781430526e-20,1,5.0339116391848096e-13,9.2207814947125447e-16,5.0246908576900972e-13,1,3.2182795085421896e-13,3.210011089360406e-14,2.8972783996061492e-13,1,1.5323919223500828e-14,5.3581822981070598e-15,9.9657369253937685e-15,1,3.1993468482986729e-10,2.6870695366565192e-12,3.1724761529321075e-10,1
3.0368395322800694e-28,1.6323855293256319e-26,-1.6020171340028312e-26,0,5.9493871859505463e-28,2.94615845837588e-27,-2.3512197397808254e-27,0,1.5454510594832009e-20,1.1625275825467197e-19,-1.0079824765983996e-19,0,1.8523973411640315e-18,3.0667804053722868e-19,1.5457193006268028e-18,1,2.9076791458914195e-21,1.2092846821019076e-21,1.6983944637895121e-21,1,6.1657422706512406e-16,1.0142968209570446e-15,-3.9772259389192052e-16,0
1.3797202380171175e-48,7.4883369612740816e-47,-7.3503649374723694e-47,0,5.6362476284358057e-50,5.1283487977808502e-50,5.0789883065495543e-51,1,4.0146247189848169e-42,1.2321000021626445e-40,-1.1919537549727962e-40,0,1.5588140579450201e-26,8.4178183115235265e-28,1.4746358748297848e-26,1,8.8517987528325933e-24,6.1056735389173215e-27,8.8456930792936755e-24,1,2.7108359274862565e-17,4.3033872536047517e-20,2.7065325402326518e-17,1
4.9421746401920763e-69,1.5449944813602718e-54,-1.5449944813602669e-54,0,3.1590198857991289e-67,2.1845543856120179e-58,-2.1845543824529981e-58,0,1.7940488357412852e-56,7.4446426784330894e-50,-7.4446408843842533e-50,0,2.5328748138841521e-41,4.2933211010264923e-25,-4.2933211010264923e-25,0,2.4051958060349658e-44,2.1834029961289478e-23,-2.1834029961289478e-23,0,1.004572796311187e-34,7.8154696043510352e-20,-7.8154696043510256e-20,0
8.1978351551495198e-43,3.6252731967136076e-47,8.1974726278298491e-43,1,5.2081762252688944e-48,1.0918578202651273e-50,5.1972576470662429e-48,1,2.6933004914585337e-36,1.071163271874578e-38,2.682588858739788e-36,1,1.3785877574846723e-26,1.1213565579288107e-27,1.2664521016917913e-26,1,2.1369643405675002e-28,1.3622279448451315e-26,-1.3408583014394564e-26,0,4.0127186108567711e-19,1.7252388753788651e-19,2.287479735477906e-19,1
7.5497289719564011e-39,1.1747946416692061e-27,-1.1747946416616564e-27,0,4.2197607921718683e-39,1.0783067784574294e-31,-1.0783067362598216e-31,0,3.8420655798565872e-31,1.0328980745015387e-22,-1.0328980706594732e-22,0,4.1619225404227481e-18,2.3340879109620537e-18,1.8278346294606944e-18,1,5.5312275654882086e-21,3.8773671288708848e-17,-3.8768140061143359e-17,0,1.8549002154731293e-17,1.6951983589510201e-12,-1.6951798099488653e-12,0
2.8904649700042001e-32,1.4213794045813019e-26,-1.4213765141163318e-26,0,2.5443881789764903e-33,1.2829065924154612e-24,-1.282906589871073e-24,0,5.8082362597940046e-24,1.5941846229254741e-18,-1.5941788146892144e-18,0,4.9178407315941774e-17,2.3442847538160696e-18,4.6834122562125704e-17,1,3.0321145580912088e-17,5.0964803294653281e-16,-4.7932688736562071e-16,0,8.3957370976442647e-14,2.2198058620690862e-12,-2.1358484910926437e-12,0
1.4531211860177486e-31,7.1655402128346982e-33,1.3814657838894017e-31,1,1.8241031133758192e-31,1.2390000327404018e-32,1.7002031101017791e-31,1,1.594636282148633e-23,2.322717995163822e-26,1.5923135641534692e-23,1,3.0472887131699071e-18,2.2766371634203616e-20,3.0245223415357034e-18,1,5.6593405037337947e-17,2.0293669788627366e-19,5.6390468339451669e-17,1,8.5733114386307474e-13,3.4006702357654768e-15,8.5393047362730927e-13,1
4.7947412689318176e-34,1.4719897242492418e-34,3.3227515446825757e-34,1,1.055097389787718e-32,6.9189314339958513e-34,9.8590807544775958e-33,1,1.1397715164301585e-26,8.7750135550641548e-25,-8.6610364034211398e-25,0,1.5419239198798584e-18,1.2750772928340241e-18,2.6684662704583426e-19,1,3.9313395991714043e-17,3.1651726416585105e-16,-2.77203868174137e-16,0,5.4838588175835188e-14,7.1124584262207072e-13,-6.564072544462355e-13,0
8.1477639037860652e-20,1.9586216214533179e-21,7.9519017416407337e-20,1,1.5303782544482288e-19,1.4443102839788022e-22,1.52893394416425e-19,1,1.1351984410814723e-12,4.1821458036557498e-15,1.1310162952778166e-12,1,3.1709252177593886e-12,6.1453537028828359e-15,3.1647798640565056e-12,1,1.3583434280032531e-13,2.3453698322042787e-17,1.3581088910200326e-13,1,1.5306304934553602e-10,7.0146624667678405e-12,1.4604838687876818e-10,1
8.7258247418954048e-35,4.5524877229789839e-24,-4.5524877228917255e-24,0,1.3540518675862661e-35,6.4505003568324117e-23,-6.4505003568310575e-23,0,2.6643492253478687e-26,2.1665747491466205e-16,-2.1665747488801857e-16,0,1.9433921203825853e-25,2.6521266958312208e-19,-2.6521247524391002e-19,0,1.1865005654982844e-30,4.3483188220802194e-22,-4.3483188102152139e-22,0,6.6811190299040606e-24,6.5398319341064076e-16,-6.5398318672952177e-16,0
1.3178204461854234e-18,1.0827583137695685e-16,-1.0695801093077143e-16,0,2.6819933003312485e-18,2.3119231255927692e-15,-2.3092411322924379e-15,0,6.0967300891648295e-12,1.5477864199407921e-09,-1.5416896898516273e-09,0,6.5381284695926828e-12,7.6964457773694638e-14,6.4611640118189878e-12,1,3.5303569337082959e-12,9.6189133993083585e-13,2.5684655937774601e-12,1,2.4453783408001721e-09,1.5922715645236999e-09,8.5310677627647221e-10,1
2.9088404795850301e-21,1.7929852368899667e-17,-1.7926943528420082e-17,0,5.9980275274430323e-18,6.8651272773357248e-17,-6.2653245245914211e-17,0,3.755517779165268e-11,7.9732732386856673e-13,3.6757850467784114e-11,1,7.1265998178690303e-13,1.6521579555854316e-14,6.9613840223104867e-13,1,1.3069570215300771e-13,9.0444792759408082e-14,4.0250909393599624e-14,1,6.6013446941622109e-11,1.3499911955208545e-10,-6.8985672610463346e-11,0
2.0080320705700943e-45,6.8275338833036502e-44,-6.6267306762466412e-44,0,9.3634041862535817e-49,3.4335184640470682e-45,-3.4325821236284431e-45,0,7.4549638116347465e-38,5.7363075356613123e-38,1.7186562759734342e-38,1,2.6722180429892874e-28,4.0862155894791545e-26,-4.0594934090492618e-26,0,4.9925133526203598e-26,8.2899258311381523e-24,-8.2400006976119486e-24,0,7.3087565214549016e-19,1.1593926097276793e-16,-1.1520838532062243e-16,0
1.1282130139160673e-20,1.7106842191086493e-22,1.1111061717249808e-20,1,7.7435246218142638e-22,7.2164091551949283e-22,5.2711546661933546e-23,1,3.1175504465260589e-14,3.9813371130179104e-18,3.1171523128147568e-14,1,9.6347094561211394e-14,3.8174098098998422e-15,9.2529684751311547e-14,1,1.9464651894787652e-13,4.3267425601488518e-15,1.9031977638772767e-13,1,6.6885916836972436e-11,9.6388378645451627e-11,-2.950246180847919e-11,0
1.9713904273388264e-31,2.4994561696432269e-34,1.9688909711691831e-31,1,2.2321062449530403e-34,9.4318123391829944e-36,2.1377881215612104e-34,1,2.4991325152140204e-24,7.2001968263689252e-27,2.4919323183876513e-24,1,7.2573933241586495e-22,1.792964586350476e-20,-1.7203906531088895e-20,0,8.4897173035263346e-24,1.2750444283835135e-18,-1.2750359386662099e-18,0,5.0919867237213566e-15,2.368554872467301e-15,2.7234318512540556e-15,1
2.9493267345645387e-26,2.0667728427738569e-24,-2.0372795754282114e-24,0,1.6854260270087739e-24,5.3876701162281378e-26,1.6315493258464925e-24,1,1.0189200042381094e-17,1.2984975657428217e-18,8.8907024766382721e-18,1,1.0047382434967869e-13,1.0108892785313233e-15,9.9462935071147373e-14,1,1.1574105689246142e-13,1.2053695035111853e-16,1.1562051994211031e-13,1,2.9529180258343555e-11,1.4806424664587531e-11,1.4722755593756024e-11,1
4.5290312787174202e-42,4.1179804306542959e-42,4.1105084806312424e-43,1,8.2003261249399444e-43,6.8055847207250396e-43,1.3947414042149048e-43,1,1.6801141042582584e-33,2.252572118329579e-38,1.6800915785370751e-33,1,1.7595408361685708e-22,1.0309171688436141e-28,1.7595398052514019e-22,1,1.3218960971347745e-20,2.8426640990196653e-32,1.3218960971319318e-20,1,8.7337251841319612e-15,1.6136581036693532e-23,8.7337251679953807e-15,1
2.462016760393888e-18,1.42813959292177e-21,2.4605886208009664e-18,1,7.1702134785204681e-15,9.4773859986439387e-21,7.1702040011344693e-15,1,7.5175386194199978e-10,1.0170708075220946e-14,7.5174369123392458e-10,1,8.540891614265319e-12,6.9275885131886603e-16,8.540198855414001e-12,1,2.5395516207117504e-14,4.0489392701089314e-17,2.5355026814416415e-14,1,1.5086152558333944e-09,5.4730905416723725e-13,1.508067946779227e-09,1
5.5357565720169716e-32,4.3968038524986406e-37,5.5357126039784467e-32,1,1.4592638620148092e-32,3.0244984004819925e-37,1.4592336170308044e-32,1,1.138619941246703e-27,9.6779075743600866e-29,1.0418408655031021e-27,1,1.8998279047456202e-19,8.3276770206266308e-23,1.8989951370435576e-19,1,2.7369892743273021e-17,1.2054516554483941e-24,2.7369891537821364e-17,1,1.2402370547424763e-11,1.4243814738456478e-18,1.2402369123043289e-11,1
3.3290228048892935e-40,1.4959443028655779e-36,-1.4956114005850889e-36,0,4.0367401268296125e-40,4.7950394571208083e-41,3.5572361811175316e-40,1,7.5072179421852108e-31,4.7580483822429595e-30,-4.0073265880244382e-30,0,2.9368913151932971e-21,9.6182698043451414e-23,2.8407086171498459e-21,1,4.5055327348305147e-18,5.7208716830366277e-24,4.5055270139588316e-18,1,8.500883721397464e-13,1.8511775418345545e-16,8.4990325438556298e-13,1
1.9077483325844008e-23,2.0830096079734735e-21,-2.0639321246476293e-21,0,1.2460190761598196e-23,5.4308533104004551e-22,-5.3062514027844733e-22,0,7.4681175065281258e-17,2.9445720454310889e-15,-2.8698908703658074e-15,0,5.4191767700401262e-12,2.9071733170661745e-14,5.3901050368694645e-12,1,3.3467640712613885e-12,1.1342857522177021e-13,3.2333354960396182e-12,1,2.59854977512787e-10,5.4530742707944888e-10,-2.8545244956666188e-10,0
3.2842483068860301e-23,2.084096255833242e-20,-2.0808120075263561e-20,0,3.3169738587487008e-24,3.5012724767535499e-19,-3.5012393070149627e-19,0,2.0404778060745959e-16,3.2385464211317439e-13,-3.2365059433256692e-13,0,5.0928888360090721e-14,1.0320112730633226e-15,4.9896877087027395e-14,1,2.4943967878353854e-16,6.4034658736212473e-13,-6.4009714768334119e-13,0,2.6594934506433954e-11,7.4154518988594313e-10,-7.1495025537950922e-10,0
9.0093556042478198e-38,3.5111120124601947e-40,8.9742444841232183e-38,1,8.7600983700936163e-39,3.173723831787575e-39,5.5863745383060414e-39,1,2.1160944080964748e-30,2.9931173188938673e-29,-2.7815078780842196e-29,0,3.7266627114689965e-20,5.9167238231416565e-27,3.7266621197966139e-20,1,4.1980158086388848e-23,4.2586927588220663e-30,4.1980153827696089e-23,1,6.3170219185151277e-17,5.8777725557217443e-23,6.3170160407425723e-17,1
9.6902161131751119e-23,6.5881598716442636e-30,9.6902154543591244e-23,1,7.1691482129486512e-23,2.7998497762139523e-30,7.1691479329636738e-23,1,1.4589828099521608e-17,2.7318475403510198e-22,1.4589554914767573e-17,1,1.7378887021704756e-14,1.1642767680976827e-19,1.7378770594027946e-14,1,5.0926514666057179e-15,2.3259377648104387e-21,5.0926491406679528e-15,1,9.5384453552361043e-12,1.0736118621508659e-15,9.5373717433739537e-12,1
1.481675958866152e-48,6.0482724517652151e-41,-6.0482723035976195e-41,0,1.3538286129248318e-51,7.5354035370230066e-47,-7.5352681541617141e-47,0,2.6390997053680033e-41,4.2342526921895173e-35,-4.2342500530898119e-35,0,2.4205956101007439e-29,4.0811059087100603e-22,-4.0811056666504994e-22,0,4.103296846250416e-29,9.1808375872993127e-20,-9.1808375831960154e-20,0,2.4417809053807127e-21,3.3833316737080434e-16,-3.3833072558989898e-16,0
9.550902233728664e-23,1.4560962042994051e-25,9.5363412716856698e-23,1,7.5770524033355261e-25,5.0313845066949879e-28,7.5720210188288312e-25,1,6.2313652659329483e-17,1.4383869276668213e-20,6.2299268790052815e-17,1,6.8692406621662052e-16,8.8710846303965714e-19,6.8603695775358087e-16,1,7.221426738256029e-16,8.5050453647032576e-21,7.2213416878023822e-16,1,2.3571783630021675e-11,8.5553375504730723e-15,2.3563228292471202e-11,1
4.8707404193939742e-33,1.0478965104208736e-45,4.8707404193929259e-33,1,4.0402381658640319e-35,1.1009465862851345e-45,4.040238165753937e-35,1,9.1458284353899253e-30,2.9087766260904618e-38,9.1458284063021586e-30,1,1.1751418311395626e-17,1.6808864203295404e-28,1.1751418311227537e-17,1,1.8324678004952112e-17,8.485022675144921e-33,1.8324678004952103e-17,1,7.8170699580815137e-13,8.5212462240832136e-24,7.8170699579963016e-13,1
1.9657941818364735e-30,4.81297719689193e-23,-4.8129770003125115e-23,0,1.0252971011487711e-30,9.0200428930055352e-23,-9.0200427904758252e-23,0,6.0023692435881561e-22,4.5104649967332949e-14,-4.5104649367096025e-14,0,1.7076895883708953e-16,4.4075601904816732e-17,1.2669335693227281e-16,1,1.0008037193866642e-19,1.9416030987633237e-13,-1.9416020979596044e-13,0,1.7007011259370637e-14,2.2307547574582835e-10,-2.2305846873456898e-10,0
3.5683030390294861e-25,4.5364481119303228e-31,3.5682985025813742e-25,1,1.9896562968765469e-23,1.021795355864588e-28,1.9896460789229883e-23,1,4.5259201722985514e-17,2.9662160679428588e-21,4.5256235506917569e-17,1,2.7485895454191432e-16,1.3711918854867806e-16,1.3773976599323627e-16,1,1.0643175131822941e-19,4.02022019753093e-16,-4.0191558800177479e-16,0,1.4572228074330962e-14,1.4563929881142405e-13,-1.310670707370931e-13,0
2.1719739926023751e-55,2.0795938466971167e-57,2.1511780541354039e-55,1,5.1162134425759597e-54,5.54194290916933e-59,5.1161580231468679e-54,1,1.774488015487703e-43,4.5679826974587215e-51,1.774487969807876e-43,1,7.052878130168663e-33,2.0081080676009508e-25,-2.0081079970721695e-25,0,4.3645465438004075e-33,2.6162967675486446e-26,-2.6162963310939902e-26,0,3.4737538011287995e-26,1.418173246370501e-21,-1.4181385088324897e-21,0
5.2548793391411728e-40,5.2770014110670614e-39,-4.7515134771529439e-39,0,5.0906908068386614e-40,7.8368676852327155e-38,-7.785960777164329e-38,0,1.6045284097117994e-31,3.148335262692855e-31,-1.5438068529810556e-31,0,2.7928157525982127e-19,3.7160919378403861e-22,2.7890996606603723e-19,1,6.5112832651652641e-18,1.1019342123157759e-21,6.5101813309529482e-18,1,2.2657051814877243e-14,1.1425003587716254e-14,1.1232048227160989e-14,1
6.62614974824304e-21,9.4289264135627227e-18,-9.4223002638144796e-18,0,7.8807936042919915e-20,1.5573753819471446e-19,-7.6929602151794546e-20,0,2.8018279337347323e-16,5.074912095131964e-13,-5.072110267198229e-13,0,2.9746257112474032e-14,4.7222982570461298e-14,-1.7476725457987267e-14,0,2.3437972976396847e-14,5.2108001909074578e-14,-2.8670028932677733e-14,0,2.637228744160091e-11,1.0106037038758414e-09,-9.8423141643424042e-10,0
